iri,iri label,attribute,attribute label,entity,entity label
OBA:0003528,,PATO:0002264,organization quality,CL:0000182,hepatocyte
OBA:0003529,,PATO:0000117,size,UBERON:0001044,saliva-secreting gland
OBA:0003530,,PATO:0000117,size,UBERON:0004809,salivary gland epithelium
OBA:0003531,,PATO:0000117,size,UBERON:0001837,duct of salivary gland
OBA:0003532,,PATO:0000161,rate,GO:0046541,saliva secretion
OBA:0003533,,PATO:0000117,size,CL:0002097,cortical cell of adrenal gland
OBA:0003534,,PATO:0000117,size,UBERON:0008808,prostate gland dorsolateral lobe
OBA:0003535,,PATO:0000117,size,UBERON:0004177,hemopoietic organ
OBA:0003536,,PATO:0000117,size,UBERON:0001744,lymphoid tissue
OBA:0003537,,PATO:0000051,morphology,UBERON:0002106,spleen
OBA:0003538,,PATO:0000070,amount,UBERON:0000029,lymph node
OBA:0003539,,PATO:0000051,morphology,UBERON:0002370,thymus
OBA:0003540,,PATO:0000117,size,UBERON:0002123,cortex of thymus
OBA:0003541,,PATO:0000070,amount,CL:0000893,thymocyte
OBA:0003542,,PATO:0000070,amount,CL:0000594,skeletal muscle satellite cell
OBA:0003543,,PATO:0002325,onset quality,GO:0007517,muscle organ development
OBA:0003544,,PATO:0000161,rate,GO:0006936,muscle contraction
OBA:0003545,,PATO:0000161,rate,GO:0006939,smooth muscle contraction
OBA:0003546,,PATO:0002037,degeneration,UBERON:0001630,muscle organ
OBA:0003547,,PATO:0002076,movement behavioral quality,UBERON:0000475,organism subdivision
OBA:0003548,,PATO:0000070,amount,UBERON:0006919,tongue squamous epithelium
OBA:0003549,,PATO:0000117,size,UBERON:0001890,forebrain
OBA:0003550,,PATO:0002067,stratification,UBERON:0000956,cerebral cortex
OBA:0003551,,PATO:0000051,morphology,UBERON:0016636,supplemental motor cortex
OBA:0003552,,PATO:0002037,degeneration,CL:0002608,hippocampal neuron
OBA:0003553,,PATO:0000117,size,UBERON:0001886,choroid plexus
OBA:0003554,,PATO:0000117,size,UBERON:0001894,diencephalon
OBA:0003555,,PATO:0000117,size,UBERON:0001898,hypothalamus
OBA:0003556,,PATO:0000069,deviation(from_normal),UBERON:0005820,pontine flexure
OBA:0003557,,PATO:0002264,organization quality,UBERON:0010415,barrel cortex
OBA:0003558,,PATO:0000117,size,UBERON:0008829,cerebellum external granule cell layer
OBA:0003559,,PATO:0002037,degeneration,CL:0000121,Purkinje cell
OBA:0003560,,PATO:0000070,amount,CL:0000121,Purkinje cell
OBA:0003561,,PATO:0000141,structure,UBERON:0002979,Purkinje cell layer of cerebellar cortex
OBA:0003562,,PATO:0002181,displaced,CL:0000121,Purkinje cell
OBA:0003563,,PATO:0000141,structure,UBERON:0002956,granular layer of cerebellar cortex
OBA:0003564,,PATO:0000117,size,UBERON:0002974,molecular layer of cerebellar cortex
OBA:0003565,,PATO:0000117,size,UBERON:0001891,midbrain
OBA:0003566,,PATO:0000051,morphology,UBERON:0000127,facial nucleus
OBA:0003567,,PATO:0000117,size,UBERON:0000127,facial nucleus
OBA:0003568,,PATO:0000136,closure,UBERON:0003128,cranium
OBA:0003569,,PATO:0000070,amount,UBERON:0003054,roof plate
OBA:0003570,,PATO:0000070,amount,UBERON:0003079,floor plate
OBA:0003571,,PATO:0000136,closure,UBERON:0005070,anterior neuropore
OBA:0003572,,PATO:0000057,occurrence,GO:0001843,neural tube closure
OBA:0003573,,PATO:0000052,shape,UBERON:0001049,neural tube
OBA:0003574,,PATO:0000070,amount,UBERON:0002328,notochord
OBA:0003575,,PATO:0002037,degeneration,UBERON:0000010,peripheral nervous system
OBA:0003576,,PATO:0002264,organization quality,UBERON:0000044,dorsal root ganglion
OBA:0003577,,PATO:0000070,amount,CL:0000101,sensory neuron
OBA:0003578,,PATO:0000051,morphology,CL:0000567,polymodal nocireceptor
OBA:0003579,,PATO:0000051,morphology,CL:0000205,thermoreceptor cell
OBA:0003580,,PATO:0000051,morphology,CL:0002487,cutaneous/subcutaneous mechanoreceptor cell
OBA:0003581,,PATO:0000051,morphology,CL:1001436,hair-tylotrich neuron
OBA:0003582,,PATO:0000051,morphology,CL:1001437,hair-down neuron
OBA:0003583,,PATO:0000070,amount,CL:1001437,hair-down neuron
OBA:0003584,,PATO:0000051,morphology,CL:0000242,Merkel cell
OBA:0003585,,PATO:0000070,amount,CL:0000242,Merkel cell
OBA:0003586,,PATO:0000070,amount,UBERON:0004010,primary muscle spindle
OBA:0003587,,PATO:0000070,amount,UBERON:0004011,secondary muscle spindle
OBA:0003588,,PATO:0000070,amount,UBERON:0004012,golgi tendon organ
OBA:0003589,,PATO:0000051,morphology,CL:0000206,chemoreceptor cell
OBA:0003590,,PATO:0000051,morphology,CL:0000287,eye photoreceptor cell
OBA:0003591,,PATO:0000117,size,UBERON:0003964,prevertebral ganglion
OBA:0003592,,PATO:0000051,morphology,CL:0000107,autonomic neuron
OBA:0003593,,PATO:0000051,morphology,UBERON:0010380,enteric nerve
OBA:0003594,,PATO:0000051,morphology,UBERON:0010406,cholinergic enteric nerve
OBA:0003595,,PATO:0002009,branchiness,UBERON:0000375,mandibular nerve
OBA:0003596,,PATO:0000070,amount,UBERON:0001884,phrenic nerve
OBA:0003597,,PATO:0000117,size,UBERON:0005360,inferior glossopharyngeal IX ganglion
OBA:0003598,,PATO:0000070,amount,CL:0000218,myelinating Schwann cell
OBA:0003599,,PATO:0000161,rate,GO:0001541,ovarian follicle development
OBA:0003600,,PATO:0000161,rate,GO:0060840,artery development
OBA:0003601,,PATO:0000117,size,UBERON:0000002,uterine cervix
OBA:0003602,,PATO:0000117,size,UBERON:0001344,epithelium of vagina
OBA:0003603,,PATO:0000141,structure,UBERON:0012317,vagina orifice
OBA:0003604,,PATO:0000117,size,UBERON:0001471,skin of prepuce of penis
OBA:0003605,,PATO:0000117,size,CL:0000178,Leydig cell
OBA:0003606,,PATO:0002037,degeneration,UBERON:0001343,seminiferous tubule of testis
OBA:0003607,,PATO:0000057,occurrence,GO:0007283,spermatogenesis
OBA:0003608,,PATO:0000117,size,UBERON:0000428,prostate epithelium
OBA:0003609,,PATO:0000141,structure,UBERON:0000428,prostate epithelium
OBA:0003610,,PATO:0000117,size,UBERON:0004893,interalveolar septum
OBA:0003611,,PATO:0000117,size,UBERON:0006524,alveolar system
OBA:0003612,,PATO:0000070,amount,UBERON:0006524,alveolar system
OBA:0003613,,PATO:0000161,rate,GO:0043473,pigmentation
OBA:0003614,,PATO:0000014,color,UBERON:0000014,zone of skin
OBA:0003615,,PATO:0000150,texture,UBERON:0000014,zone of skin
OBA:0003616,,PATO:0000017,color saturation,UBERON:0000014,zone of skin
OBA:0003617,,PATO:0000060,spatial pattern,UBERON:0000014,zone of skin
OBA:0003618,,PATO:0000117,size,UBERON:0000014,zone of skin
OBA:0003619,,PATO:0000957,opacity,UBERON:0000014,zone of skin
OBA:0003620,,PATO:0000927,photosensitivity,UBERON:0000014,zone of skin
OBA:0003621,,PATO:0001806,sensitivity to irradiation,UBERON:0000014,zone of skin
OBA:0003622,,PATO:0000051,morphology,UBERON:0010402,epidermis suprabasal layer
OBA:0003623,,PATO:0002264,organization quality,UBERON:0010402,epidermis suprabasal layer
OBA:0003624,,PATO:0000117,size,UBERON:0002026,stratum spinosum of epidermis
OBA:0003625,,PATO:0000117,size,UBERON:0002067,dermis
OBA:0003626,,PATO:0000052,shape,UBERON:0011933,vibrissa unit
OBA:0003627,,PATO:0000141,structure,UBERON:0011933,vibrissa unit
OBA:0003628,,PATO:0000122,length,UBERON:0011933,vibrissa unit
OBA:0003629,,PATO:0000060,spatial pattern,UBERON:0011933,vibrissa unit
OBA:0003630,,PATO:0000070,amount,UBERON:0000019,camera-type eye
OBA:0003631,,PATO:0000140,position,UBERON:0000019,camera-type eye
OBA:0003632,,PATO:0000133,orientation,UBERON:0000965,lens of camera-type eye
OBA:0003633,,PATO:0000141,structure,UBERON:0002444,lens fiber
OBA:0003634,,PATO:0000957,opacity,UBERON:0000964,cornea
OBA:0003635,,PATO:0000957,opacity,UBERON:0001771,pupil
OBA:0003636,,PATO:0002037,degeneration,UBERON:0000966,retina
OBA:0003637,,PATO:0000070,amount,CL:0000287,eye photoreceptor cell
OBA:0003638,,PATO:0000051,morphology,UBERON:0000941,cranial nerve II
OBA:0003639,,PATO:0001822,wetness,UBERON:0000019,camera-type eye
OBA:0003640,,PATO:0000140,position,UBERON:0001711,eyelid
OBA:0003641,,PATO:0000161,rate,GO:0070075,tear secretion
OBA:0003642,,PATO:0000077,response to,GO:0007600,sensory perception
OBA:0003643,,PATO:0000070,amount,GO:0060291,long-term synaptic potentiation
OBA:0003644,,PATO:0000070,amount,GO:0060292,long term synaptic depression
OBA:0003645,,PATO:0000051,morphology,UBERON:0010166,coat of hair
OBA:0003646,,PATO:0001509,functionality,UBERON:0001434,skeletal system
OBA:0003647,,PATO:0001509,functionality,UBERON:0002390,hematopoietic system
OBA:0003648,,PATO:0000918,volume,UBERON:0000178,blood
OBA:0003649,,PATO:0000161,rate,GO:0030099,myeloid cell differentiation
OBA:0003650,,PATO:0000070,amount,GO:0030099,myeloid cell differentiation
OBA:0003651,,PATO:0000161,rate,GO:0030097,hemopoiesis
OBA:0003652,,PATO:0000044,frequency,GO:0060047,heart contraction
OBA:0003653,,PATO:0000050,life span,UBERON:0000468,multicellular organism
OBA:0003654,,PATO:0000051,morphology,UBERON:0004356,apical ectodermal ridge
OBA:0003655,,PATO:0000117,size,UBERON:0004356,apical ectodermal ridge
OBA:0003656,,PATO:0000070,amount,UBERON:0000926,mesoderm
OBA:0003657,,PATO:0000117,size,UBERON:0000925,endoderm
OBA:0003658,,PATO:0000070,amount,GO:0090009,primitive streak formation
OBA:0003659,,PATO:0000070,amount,GO:0007369,gastrulation
OBA:0003660,,PATO:0000070,amount,UBERON:0005971,amniotic fold
OBA:0003661,,PATO:0000070,amount,CL:0002488,trophoblast giant cell
OBA:0003662,,PATO:0000117,size,UBERON:0003946,placenta labyrinth
OBA:0003663,,PATO:0000070,amount,UBERON:0004364,ectoplacental cone
OBA:0003664,,PATO:0002083,altered number of,UBERON:0004365,vitelline blood vessel
OBA:0003665,,PATO:0000070,amount,UBERON:0003061,blood island
OBA:0003666,,PATO:0000017,color saturation,UBERON:0001040,yolk sac
OBA:0003667,,PATO:0000070,amount,GO:0007566,embryo implantation
OBA:0003668,,PATO:0000161,rate,GO:0007566,embryo implantation
OBA:0003669,,PATO:0000057,occurrence,GO:0001701,in utero embryonic development
OBA:0003670,,PATO:0000161,rate,GO:0035934,corticosterone secretion
OBA:0003671,,PATO:0000161,rate,GO:0043396,corticotropin-releasing hormone secretion
OBA:0003672,,PATO:0000044,frequency,GO:0060073,micturition
OBA:0003673,,PATO:0000025,composition,UBERON:0000014,zone of skin
OBA:0003674,,PATO:0000025,composition,UBERON:0001074,pericardial cavity
OBA:0003675,,PATO:0000161,rate,GO:0042060,wound healing
OBA:0003676,,PATO:0000057,occurrence,GO:0030183,B cell differentiation
OBA:0003677,,PATO:0000057,occurrence,GO:0030217,T cell differentiation
OBA:0003678,,PATO:0000161,rate,GO:0050798,activated T cell proliferation
OBA:0003679,,PATO:0000161,rate,GO:0002397,MHC class I protein complex assembly
OBA:0003680,,PATO:0000161,rate,GO:0002474,antigen processing and presentation of peptide antigen via MHC class I
OBA:0003681,,PATO:0000070,amount,GO:0042612,MHC class I protein complex
OBA:0003682,,PATO:0000117,size,UBERON:0001765,mammary duct
OBA:0003683,,PATO:0002325,onset quality,GO:0007420,brain development
OBA:0003684,,PATO:0001509,functionality,UBERON:0001872,parietal lobe
OBA:0003685,,PATO:0000279,male fertility,UBERON:0000468,multicellular organism
OBA:0003686,,PATO:0000277,female fertility,UBERON:0000468,multicellular organism
OBA:0003687,,PATO:0001509,functionality,UBERON:0005725,olfactory system
OBA:0003688,,PATO:0000141,structure,UBERON:0001771,pupil
OBA:0003689,,PATO:0000051,morphology,UBERON:0005291,embryonic tissue
OBA:0003690,,PATO:0000051,morphology,UBERON:0011933,vibrissa unit
OBA:0003691,,PATO:0001509,functionality,UBERON:0001630,muscle organ
OBA:0003692,,PATO:0000051,morphology,UBERON:0001630,muscle organ
OBA:0003693,,PATO:0000051,morphology,UBERON:0007812,post-anal tail
OBA:0003694,,PATO:0000051,morphology,UBERON:0005944,axial skeleton plus cranial skeleton
OBA:0003695,,PATO:0000051,morphology,UBERON:0010740,bone of appendage girdle complex
OBA:0003696,,PATO:0000051,morphology,GO:0021915,neural tube development
OBA:0003697,,PATO:0000273,fecundity,UBERON:0000468,multicellular organism
OBA:0003698,,PATO:0002264,organization quality,UBERON:0002349,myocardium
OBA:0003699,,PATO:0000070,amount,CL:0000586,germ cell
OBA:0003700,,PATO:0002037,degeneration,UBERON:0001016,nervous system
OBA:0003701,,PATO:0000051,morphology,UBERON:0004816,larynx epithelium
OBA:0003702,,PATO:0000051,morphology,UBERON:0001901,epithelium of trachea
OBA:0003703,,PATO:0000051,morphology,UBERON:0000029,lymph node
OBA:0003704,,PATO:0001509,functionality,CL:0000451,dendritic cell
OBA:0003705,,PATO:0000051,morphology,UBERON:0002372,tonsil
OBA:0003706,,PATO:0000051,morphology,UBERON:0010387,Peyer's patch T cell area
OBA:0003707,,PATO:0000051,morphology,UBERON:0002371,bone marrow
OBA:0003708,,PATO:0000051,morphology,CL:0000809,"double-positive, alpha-beta thymocyte"
OBA:0003709,,PATO:0000051,morphology,CL:0000553,megakaryocyte progenitor cell
OBA:0003710,,PATO:0000051,morphology,CL:0000547,proerythroblast
OBA:0003711,,PATO:0000051,morphology,CL:0000556,megakaryocyte
OBA:0003712,,PATO:0000051,morphology,UBERON:0007833,osseus semicircular canal
OBA:0003713,,PATO:0000051,morphology,CL:0000624,"CD4-positive, alpha-beta T cell"
OBA:0003714,,PATO:0001509,functionality,CL:0000145,professional antigen presenting cell
OBA:0003715,,PATO:0000161,rate,GO:0006957,"complement activation, alternative pathway"
OBA:0003716,,PATO:0000161,rate,GO:0006958,"complement activation, classical pathway"
OBA:0003717,,PATO:0002264,organization quality,UBERON:0000478,extraembryonic structure
OBA:0003718,,PATO:0000070,amount,UBERON:0004366,extraembryonic ectoderm
OBA:0003719,,PATO:0000117,size,UBERON:0004364,ectoplacental cone
OBA:0003720,,PATO:0002325,onset quality,GO:0001843,neural tube closure
OBA:0003721,,PATO:0002037,degeneration,UBERON:0007812,post-anal tail
OBA:0003722,,PATO:0000117,size,UBERON:0001708,jaw skeleton
OBA:0003723,,PATO:0000161,rate,GO:0030299,intestinal cholesterol absorption
OBA:0003724,,PATO:0000060,spatial pattern,CL:0000059,ameloblast
OBA:0003725,,PATO:0000051,morphology,CL:0000059,ameloblast
OBA:0003726,,PATO:0000117,size,UBERON:0004493,cardiac muscle tissue of myocardium
OBA:0003727,,PATO:0000117,size,UBERON:0002418,cartilage tissue
OBA:0003728,,PATO:0000070,amount,UBERON:0000090,blastocele
OBA:0003729,,PATO:0000161,rate,GO:0030317,sperm motility
OBA:0003730,,PATO:0000070,amount,UBERON:0003452,trabecula carnea cardiac muscle tissue
OBA:0003731,,PATO:0002006,2-D shape,GO:0033011,perinuclear theca
OBA:0003732,,PATO:0000957,opacity,UBERON:0001798,vitreous body
OBA:0003733,,PATO:0000161,rate,GO:0070091,glucagon secretion
OBA:0003734,,PATO:0000161,rate,GO:0005980,glycogen catabolic process
OBA:0003735,,PATO:0000117,size,UBERON:0005301,male preputial gland
OBA:0003736,,PATO:0000051,morphology,UBERON:0005301,male preputial gland
OBA:0003737,,PATO:0000051,morphology,UBERON:0004177,hemopoietic organ
OBA:0003738,,PATO:0000051,morphology,UBERON:0005381,dentate gyrus granule cell layer
OBA:0003739,,PATO:0002181,displaced,CL:0001031,cerebellar granule cell
OBA:0003740,,PATO:0002181,displaced,CL:0000644,Bergmann glial cell
OBA:0003741,,PATO:0000060,spatial pattern,UBERON:0002075,viscus
OBA:0003742,,PATO:0000140,position,UBERON:0000467,anatomical system
OBA:0003743,,PATO:0000117,size,CL:0000216,Sertoli cell
OBA:0003744,,PATO:0000161,rate,GO:0033561,regulation of water loss via skin
OBA:0003745,,PATO:0000161,rate,GO:0003009,skeletal muscle contraction
OBA:0003746,,PATO:0000125,mass,UBERON:0000947,aorta
OBA:0003747,,PATO:0000161,rate,GO:0003094,glomerular filtration
OBA:0003748,,PATO:0002037,degeneration,UBERON:0000395,cochlear ganglion
OBA:0003749,,PATO:0000051,morphology,CL:0000148,melanocyte
OBA:0003750,,PATO:0000051,morphology,UBERON:0002539,pharyngeal arch
OBA:0003751,,PATO:0000019,color pattern,UBERON:0000014,zone of skin
OBA:0003752,,PATO:0002325,onset quality,GO:0042060,wound healing
OBA:0003753,,PATO:0002325,onset quality,GO:0007416,synapse assembly
OBA:0003754,,PATO:0000051,morphology,UBERON:0000982,skeletal joint
OBA:0003755,,PATO:0002325,onset quality,GO:0048846,axon extension involved in axon guidance
OBA:0003756,,PATO:0000070,amount,UBERON:0002280,otolith
OBA:0003757,,PATO:0000070,amount,CL:0000740,retinal ganglion cell
OBA:0003758,,PATO:0000119,height,UBERON:0000056,ureter
OBA:0003759,,PATO:0002181,displaced,UBERON:0002370,thymus
OBA:0003760,,PATO:0000051,morphology,UBERON:0002413,cervical vertebra
OBA:0003761,,PATO:0000051,morphology,UBERON:0001094,sacral vertebra
OBA:0003762,,PATO:0000051,morphology,UBERON:0002425,visceral serous pericardium
OBA:0003763,,PATO:0000051,morphology,UBERON:0002374,metacarpal bone
OBA:0003764,,PATO:0000070,amount,GO:0042267,natural killer cell mediated cytotoxicity
OBA:0003765,,PATO:0000025,composition,UBERON:0002240,spinal cord
OBA:0003766,,PATO:0000070,amount,UBERON:0004340,allantois
OBA:0003767,,PATO:0001439,tonicity,UBERON:0000014,zone of skin
OBA:0003768,,PATO:0000117,size,UBERON:0001777,substantia propria of cornea
OBA:0003769,,PATO:0001543,flexibility,UBERON:0000043,tendon
OBA:0003770,,PATO:0000122,length,UBERON:0001683,jugal bone
OBA:0003771,,PATO:0000070,amount,UBERON:0005354,malleus processus brevis
OBA:0003772,,PATO:0002247,degree of pigmentation,UBERON:0001132,parathyroid gland
OBA:0003773,,PATO:0000133,orientation,UBERON:0010418,urethral opening
OBA:0003774,,PATO:0000051,morphology,UBERON:0005056,external female genitalia
OBA:0003775,,PATO:0001591,curvature,UBERON:0002411,clitoris
OBA:0003776,,PATO:0002325,onset quality,GO:0060197,cloacal septation
OBA:0003777,,PATO:0000070,amount,CL:0000817,precursor B cell
OBA:0003778,,PATO:0000070,amount,CL:0002046,early pro-B cell
OBA:0003779,,PATO:0000070,amount,CL:0002048,late pro-B cell
OBA:0003780,,PATO:0001585,conductivity,UBERON:0002349,myocardium
OBA:0003781,,PATO:0000070,amount,UBERON:0001757,pinna
OBA:0003782,,PATO:0000070,amount,UBERON:0000395,cochlear ganglion
OBA:0003783,,PATO:0000070,amount,UBERON:0005972,tunnel of Corti
OBA:0003784,,PATO:0000122,length,GO:0000781,"chromosome, telomeric region"
OBA:0003785,,PATO:0000161,rate,GO:0090075,relaxation of muscle
OBA:0003786,,PATO:0000070,amount,UBERON:0001843,lateral semicircular canal
OBA:0003787,,PATO:0000070,amount,UBERON:0001842,posterior semicircular canal
OBA:0003788,,PATO:0000051,morphology,UBERON:0001863,scala vestibuli
OBA:0003789,,PATO:0001509,functionality,GO:0005764,lysosome
OBA:0003790,,PATO:0000965,symmetry,UBERON:0002168,left lung
OBA:0003791,,PATO:0000141,structure,UBERON:0002217,synovial joint
OBA:0003792,,PATO:0000161,rate,GO:0033344,cholesterol efflux
OBA:0003793,,PATO:0000025,composition,UBERON:0000043,tendon
OBA:0003794,,PATO:0000025,composition,UBERON:0000026,appendage
OBA:0003795,,PATO:0000161,rate,GO:0051402,neuron apoptotic process
OBA:0003796,,PATO:0002037,degeneration,CL:0000540,neuron
OBA:0003797,,PATO:0000117,size,GO:0030424,axon
OBA:0003798,,PATO:0000051,morphology,CL:0000617,GABAergic neuron
OBA:0003799,,PATO:0000051,morphology,CL:0000679,glutamatergic neuron
OBA:0003800,,PATO:0000070,amount,UBERON:0002394,bile duct
OBA:0003801,,PATO:0001509,functionality,UBERON:0001367,external anal sphincter
OBA:0003802,,PATO:0000140,position,UBERON:0013765,digestive system element
OBA:0003803,,PATO:0000141,structure,UBERON:0001166,pylorus
OBA:0003804,,PATO:0000117,size,UBERON:0000017,exocrine pancreas
OBA:0003805,,PATO:0000161,rate,GO:0030728,ovulation
OBA:0003806,,PATO:0000161,rate,GO:0001553,luteinization
OBA:0003807,,PATO:0000161,rate,GO:0060014,granulosa cell differentiation
