"OBA"	"RELATIONSHIP"	"VT"	"LABEL"
"OBA:VT0100016"	"skos:exactMatch"	"VT:0100016"	"circulatory system morphology trait"
"OBA:VT0100017"	"skos:exactMatch"	"VT:0100017"	"circulatory system physiology trait"
"OBA:VT0100019"	"skos:exactMatch"	"VT:0100019"	"integumentary system physiology trait"
"OBA:VT0100020"	"skos:exactMatch"	"VT:0100020"	"integumentary system morphology trait"
"OBA:VT0100021"	"skos:exactMatch"	"VT:0100021"	"mammary alveoli size trait"
"OBA:VT0100022"	"skos:exactMatch"	"VT:0100022"	"mammary alveoli diameter"
"OBA:VT0100027"	"skos:exactMatch"	"VT:0100027"	"nipple shape trait"
"OBA:VT0100028"	"skos:exactMatch"	"VT:0100028"	"nipple diameter"
"OBA:VT0100030"	"skos:exactMatch"	"VT:0100030"	"nipple angle"
"OBA:VT0100033"	"skos:exactMatch"	"VT:0100033"	"mammary gland circumference"
"OBA:VT0100034"	"skos:exactMatch"	"VT:0100034"	"mammary gland mass"
"OBA:VT0100035"	"skos:exactMatch"	"VT:0100035"	"udder size trait"
"OBA:VT0100036"	"skos:exactMatch"	"VT:0100036"	"mammary alveoli capacity"
"OBA:VT1000062"	"skos:exactMatch"	"VT:1000062"	"chest circumference"
"OBA:VT1000066"	"skos:exactMatch"	"VT:1000066"	"hip width"
"OBA:VT1000067"	"skos:exactMatch"	"VT:1000067"	"udder morphology trait"
"OBA:VT1000111"	"skos:exactMatch"	"VT:1000111"	"bone mass"
"OBA:VT1000120"	"skos:exactMatch"	"VT:1000120"	"intercostal muscle thickness"
"OBA:VT1000121"	"skos:exactMatch"	"VT:1000121"	"lumbar vertebra quantity"
"OBA:VT1000122"	"skos:exactMatch"	"VT:1000122"	"thoracic vertebra quantity"
"OBA:VT1000126"	"skos:exactMatch"	"VT:1000126"	"adipose thickness"
"OBA:VT1000146"	"skos:exactMatch"	"VT:1000146"	"longissimus dorsi mass"
"OBA:VT1000149"	"skos:exactMatch"	"VT:1000149"	"intercostal muscle mass"
"OBA:VT1000165"	"skos:exactMatch"	"VT:1000165"	"milk protein amount"
"OBA:VT1000190"	"skos:exactMatch"	"VT:1000190"	"estrus intensity"
"OBA:VT1000205"	"skos:exactMatch"	"VT:1000205"	"nipple length"
"OBA:VT1000206"	"skos:exactMatch"	"VT:1000206"	"nipple quantity"
"OBA:VT1000210"	"skos:exactMatch"	"VT:1000210"	"scrotum circumference"
"OBA:VT1000220"	"skos:exactMatch"	"VT:1000220"	"abdominal adipose amount"
"OBA:VT1000223"	"skos:exactMatch"	"VT:1000223"	"pectoralis muscle mass"
"OBA:VT1000226"	"skos:exactMatch"	"VT:1000226"	"gizzard mass"
"OBA:VT1000276"	"skos:exactMatch"	"VT:1000276"	"humerus area"
"OBA:VT1000280"	"skos:exactMatch"	"VT:1000280"	"humerus width"
"OBA:VT1000281"	"skos:exactMatch"	"VT:1000281"	"tibia area"
"OBA:VT1000284"	"skos:exactMatch"	"VT:1000284"	"tibia strength trait"
"OBA:VT1000286"	"skos:exactMatch"	"VT:1000286"	"tibia elasticity trait"
"OBA:VT1000289"	"skos:exactMatch"	"VT:1000289"	"tibia width"
"OBA:VT1000361"	"skos:exactMatch"	"VT:1000361"	"cannon bone circumference"
"OBA:VT1000369"	"skos:exactMatch"	"VT:1000369"	"femur size trait"
"OBA:VT1000401"	"skos:exactMatch"	"VT:1000401"	"muscle androstenone amount"
"OBA:VT1000414"	"skos:exactMatch"	"VT:1000414"	"diaphragm mass"
"OBA:VT1000420"	"skos:exactMatch"	"VT:1000420"	"head mass"
"OBA:VT1000421"	"skos:exactMatch"	"VT:1000421"	"small intestine length"
"OBA:VT1000425"	"skos:exactMatch"	"VT:1000425"	"skin mass"
"OBA:VT1000429"	"skos:exactMatch"	"VT:1000429"	"muscle lactate amount"
"OBA:VT1000430"	"skos:exactMatch"	"VT:1000430"	"muscle cholesterol amount"
"OBA:VT1000431"	"skos:exactMatch"	"VT:1000431"	"muscle indole amount"
"OBA:VT1000432"	"skos:exactMatch"	"VT:1000432"	"muscle water amount"
"OBA:VT1000433"	"skos:exactMatch"	"VT:1000433"	"muscle protein amount"
"OBA:VT1000434"	"skos:exactMatch"	"VT:1000434"	"muscle skatole amount"
"OBA:VT1000435"	"skos:exactMatch"	"VT:1000435"	"muscle conductivity trait"
"OBA:VT1000436"	"skos:exactMatch"	"VT:1000436"	"skeletal muscle conductivity trait"
"OBA:VT1000444"	"skos:exactMatch"	"VT:1000444"	"adipose androstenone amount"
"OBA:VT1000479"	"skos:exactMatch"	"VT:1000479"	"muscle lipid amount"
"OBA:VT1000574"	"skos:exactMatch"	"VT:1000574"	"longissimus dorsi muscle area"
"OBA:VT1000575"	"skos:exactMatch"	"VT:1000575"	"longissimus dorsi muscle thickness"
"OBA:VT1000578"	"skos:exactMatch"	"VT:1000578"	"longissimus dorsi length"
"OBA:VT1000639"	"skos:exactMatch"	"VT:1000639"	"uterine horn length"
"OBA:VT1000640"	"skos:exactMatch"	"VT:1000640"	"uterine horn mass"
"OBA:VT1000641"	"skos:exactMatch"	"VT:1000641"	"ovary mass"
"OBA:VT1000642"	"skos:exactMatch"	"VT:1000642"	"uterus length"
"OBA:VT1000644"	"skos:exactMatch"	"VT:1000644"	"testes mass"
"OBA:VT1000653"	"skos:exactMatch"	"VT:1000653"	"lactation duration"
"OBA:VT1000664"	"skos:exactMatch"	"VT:1000664"	"feather morphology trait"
"OBA:VT1000666"	"skos:exactMatch"	"VT:1000666"	"femur width"
"OBA:VT1000667"	"skos:exactMatch"	"VT:1000667"	"gizzard morphology trait"
"OBA:VT1000670"	"skos:exactMatch"	"VT:1000670"	"blood cortisol amount"
"OBA:VT1000686"	"skos:exactMatch"	"VT:1000686"	"paw/hand/foot/hoof mass"
"OBA:VT1000687"	"skos:exactMatch"	"VT:1000687"	"forelimb mass"
"OBA:VT1000688"	"skos:exactMatch"	"VT:1000688"	"metatarsus mass"
"OBA:VT1000689"	"skos:exactMatch"	"VT:1000689"	"hindlimb mass"
"OBA:VT1000703"	"skos:exactMatch"	"VT:1000703"	"udder height, floor to tarsal joint"
"OBA:VT1000704"	"skos:exactMatch"	"VT:1000704"	"mammary gland length"
"OBA:VT1000705"	"skos:exactMatch"	"VT:1000705"	"mammary gland width"
"OBA:VT1000706"	"skos:exactMatch"	"VT:1000706"	"longissimus dorsi morphology trait"
"OBA:VT1000711"	"skos:exactMatch"	"VT:1000711"	"abdominal fat pad mass"
"OBA:VT1000712"	"skos:exactMatch"	"VT:1000712"	"skeletal muscle mass"
"OBA:VT1000731"	"skos:exactMatch"	"VT:1000731"	"chest width"
"OBA:VT1000732"	"skos:exactMatch"	"VT:1000732"	"chest depth"
"OBA:VT1000733"	"skos:exactMatch"	"VT:1000733"	"heel depth"
"OBA:VT1000735"	"skos:exactMatch"	"VT:1000735"	"hoof angle"
"OBA:VT1000739"	"skos:exactMatch"	"VT:1000739"	"rump morphology trait"
"OBA:VT1000740"	"skos:exactMatch"	"VT:1000740"	"rump width"
"OBA:VT1000741"	"skos:exactMatch"	"VT:1000741"	"rump angle"
"OBA:VT1000742"	"skos:exactMatch"	"VT:1000742"	"sarcomere length"
"OBA:VT1000761"	"skos:exactMatch"	"VT:1000761"	"muscle nitrogen amount"
"OBA:VT1000764"	"skos:exactMatch"	"VT:1000764"	"muscle myoglobin amount"
"OBA:VT1000775"	"skos:exactMatch"	"VT:1000775"	"integumentary system trait"
"OBA:VT1000776"	"skos:exactMatch"	"VT:1000776"	"alimentary system trait"
"OBA:VT1000777"	"skos:exactMatch"	"VT:1000777"	"urinary system trait"
"OBA:VT1000781"	"skos:exactMatch"	"VT:1000781"	"nervous/sensory system trait"
"OBA:VT1000783"	"skos:exactMatch"	"VT:1000783"	"immune system trait"
"OBA:VT1000784"	"skos:exactMatch"	"VT:1000784"	"circulatory system trait"
"OBA:VT2000000"	"skos:exactMatch"	"VT:2000000"	"arterial blood pressure trait"
"OBA:VT2000001"	"skos:exactMatch"	"VT:2000001"	"capillary blood pressure trait"
"OBA:VT2000002"	"skos:exactMatch"	"VT:2000002"	"venous blood pressure trait"
"OBA:VT2000018"	"skos:exactMatch"	"VT:2000018"	"heart muscle contractility trait"
"OBA:VT3000001"	"skos:exactMatch"	"VT:3000001"	"platelet activation trait"
"OBA:VT3000002"	"skos:exactMatch"	"VT:3000002"	"platelet aggregation trait"
"OBA:VT3000004"	"skos:exactMatch"	"VT:3000004"	"blood viscosity trait"
"OBA:VT4000007"	"skos:exactMatch"	"VT:4000007"	"coat/hair physiology trait"
"OBA:VT4000009"	"skos:exactMatch"	"VT:4000009"	"skin layer morphology trait"
"OBA:VT4000011"	"skos:exactMatch"	"VT:4000011"	"endocrine pancreas morphology trait"
"OBA:VT4000012"	"skos:exactMatch"	"VT:4000012"	"mucous gland morphology trait"
